City_Name,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density,Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,"Landfill Location (Lat, Long)",Landfill Capacity (Tons),Year,State,Population_2001,Area_sq_km,Waste_TPD,Waste_kg_per_capita_per_day,Total_Population,SDG 12,Composite Score,Waste_per_capita,Recycling_Efficiency,Circular_Score,CE_Action
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,1.839072903463053,0.83,61.0,Rethink
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,1.839072903463053,0.83,61.0,Rethink
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,1.839072903463053,0.83,61.0,Rethink
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,1.839072903463053,0.83,61.0,Rethink
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,1.839072903463053,0.83,61.0,Rethink
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,1.839072903463053,0.83,61.0,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,3.586109986913657,0.46,65.33333333333333,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,2023,Gujarat,2433835.0,112.0,1000.0,0.41,2433835.0,50,69,2.108195502160171,0.52,54.0,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,3.591842238010894,0.46,68.33333333333333,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,2.772271949961922,0.31,63.333333333333336,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,"13.0189, 89.182",22690,2019,Uttar Pradesh,2551337.0,267.0,1100.0,0.43,2551337.0,79,60,1.2714902029798494,0.48,75.66666666666667,Rethink
